Product_ID,Product_Category,Product_Subcategory,Base_Price,Cost_Price,Profit_Margin,Seasonal_Flag,Inventory_Level,Reorder_Threshold,Lead_Time,Product_Rating,Review_Count,Return_Rate,Shipping_Weight,Size_Dimensions,Color_Variants,Size_Variants
PROD-0594,Beauty,SubCat-43,21.28,10.56,0.5,Back-to-School,413,158,16,4.8,14441,0.21,22.26,,"Red,Blue,Black","S,M,L"
PROD-0595,Fashion,SubCat-44,780.15,421.75,0.46,Holiday,174,60,8,2.5,14673,0.23,30.93,10x20x5,"Red,Blue,Black","S,M,L"
PROD-0596,Home & Living,SubCat-45,786.03,548.34,0.3,Back-to-School,449,56,30,3.2,167,0.23,7.34,30x40x10,"Red,Blue,Black","S,M,L"
PROD-0597,Fashion,SubCat-46,157.12,109.38,0.3,Back-to-School,1878,124,42,4.7,12748,0.25,34.04,,"Red,Blue,Black","S,M,L"
PROD-0598,Home & Living,SubCat-47,58.46,25.96,0.56,Winter,1617,169,41,4.4,12524,0.01,6.18,30x40x10,"Red,Blue,Black","S,M,L"
PROD-0599,Sports,SubCat-48,171.99,121.95,0.29,Summer,216,24,41,2.5,12800,0.2,37.11,10x20x5,"Red,Blue,Black","S,M,L"
PROD-0600,Home & Living,SubCat-49,984.08,535.4,0.46,Holiday,3,103,6,4.0,11612,0.02,38.7,10x20x5,"Red,Blue,Black","S,M,L"
PROD-0601,Home & Living,SubCat-0,1286.37,576.55,0.55,Back-to-School,1013,153,5,3.4,3008,0.04,29.03,10x20x5,"Red,Blue,Black","S,M,L"
PROD-0602,Sports,SubCat-1,165.79,117.54,0.29,Summer,106,151,21,4.4,9424,0.04,8.04,30x40x10,"Red,Blue,Black","S,M,L"
PROD-0603,Sports,SubCat-2,729.58,452.88,0.38,Winter,121,40,29,5.0,12715,0.1,1.31,30x40x10,"Red,Blue,Black","S,M,L"
PROD-0604,Fashion,SubCat-3,781.64,439.71,0.44,Back-to-School,992,164,8,4.2,2281,0.21,12.94,,"Red,Blue,Black","S,M,L"
PROD-0605,Sports,SubCat-4,246.5,130.13,0.47,Winter,419,34,37,4.6,8946,0.05,21.32,,"Red,Blue,Black","S,M,L"
PROD-0606,Electronics,SubCat-5,828.32,614.69,0.26,Summer,970,175,8,2.4,1661,0.08,19.0,,"Red,Blue,Black","S,M,L"
PROD-0607,Home & Living,SubCat-6,98.61,62.5,0.37,Back-to-School,1514,61,28,4.5,3324,0.16,13.87,,"Red,Blue,Black","S,M,L"
PROD-0608,Beauty,SubCat-7,290.36,217.01,0.25,Winter,1948,156,28,2.1,11889,0.07,8.01,,"Red,Blue,Black","S,M,L"
PROD-0609,Fashion,SubCat-8,1207.87,552.29,0.54,,1102,57,13,4.8,6050,0.13,36.14,30x40x10,"Red,Blue,Black","S,M,L"
PROD-0610,Beauty,SubCat-9,722.04,455.41,0.37,Winter,711,41,15,1.6,3772,0.06,5.23,30x40x10,"Red,Blue,Black","S,M,L"
PROD-0611,Fashion,SubCat-10,1315.25,775.11,0.41,,715,45,23,3.0,4554,0.05,18.14,30x40x10,"Red,Blue,Black","S,M,L"
PROD-0612,Sports,SubCat-11,1189.28,561.32,0.53,Holiday,452,156,26,1.6,5288,0.21,3.44,10x20x5,"Red,Blue,Black","S,M,L"
PROD-0613,Beauty,SubCat-12,203.01,138.21,0.32,Back-to-School,215,117,39,1.6,3437,0.1,29.79,10x20x5,"Red,Blue,Black","S,M,L"
PROD-0614,Home & Living,SubCat-13,785.7,314.64,0.6,Summer,756,180,3,3.7,14391,0.15,1.77,,"Red,Blue,Black","S,M,L"
PROD-0615,Beauty,SubCat-14,724.88,453.37,0.37,Back-to-School,690,74,5,4.2,2980,0.22,24.06,10x20x5,"Red,Blue,Black","S,M,L"
PROD-0616,Electronics,SubCat-15,1344.47,624.48,0.54,Back-to-School,1932,161,31,1.2,3570,0.07,10.86,10x20x5,"Red,Blue,Black","S,M,L"
PROD-0617,Home & Living,SubCat-16,629.69,296.74,0.53,Summer,1476,115,5,2.6,14959,0.21,14.81,,"Red,Blue,Black","S,M,L"
PROD-0618,Beauty,SubCat-17,1252.55,783.99,0.37,Winter,1293,190,40,2.4,4729,0.05,16.03,,"Red,Blue,Black","S,M,L"
PROD-0619,Sports,SubCat-18,1305.97,756.07,0.42,Holiday,1299,172,28,3.0,1370,0.02,3.78,,"Red,Blue,Black","S,M,L"
PROD-0620,Home & Living,SubCat-19,127.0,53.01,0.58,Summer,1534,82,26,1.8,1338,0.22,27.11,10x20x5,"Red,Blue,Black","S,M,L"
PROD-0621,Electronics,SubCat-20,1214.78,573.5,0.53,Back-to-School,1136,82,20,1.7,1544,0.01,25.06,10x20x5,"Red,Blue,Black","S,M,L"
PROD-0622,Beauty,SubCat-21,1055.29,449.85,0.57,Holiday,1025,34,37,1.5,12306,0.03,19.35,10x20x5,"Red,Blue,Black","S,M,L"
PROD-0623,Electronics,SubCat-22,903.12,464.95,0.49,,1847,150,36,2.1,9987,0.1,10.13,10x20x5,"Red,Blue,Black","S,M,L"
PROD-0624,Sports,SubCat-23,916.22,535.33,0.42,Winter,1786,191,9,4.7,9391,0.18,14.36,,"Red,Blue,Black","S,M,L"
PROD-0625,Home & Living,SubCat-24,856.59,430.97,0.5,Holiday,390,66,36,1.7,1213,0.21,33.96,10x20x5,"Red,Blue,Black","S,M,L"
PROD-0626,Fashion,SubCat-25,1280.57,641.17,0.5,Winter,1230,101,18,2.9,14062,0.08,5.23,10x20x5,"Red,Blue,Black","S,M,L"
PROD-0627,Beauty,SubCat-26,537.53,382.01,0.29,Summer,1766,137,30,1.0,11992,0.13,20.92,30x40x10,"Red,Blue,Black","S,M,L"
PROD-0628,Home & Living,SubCat-27,616.1,352.63,0.43,Summer,596,130,12,1.6,1693,0.05,37.03,30x40x10,"Red,Blue,Black","S,M,L"
PROD-0629,Beauty,SubCat-28,922.44,626.59,0.32,Summer,655,179,14,4.5,5069,0.14,21.12,10x20x5,"Red,Blue,Black","S,M,L"
PROD-0630,Sports,SubCat-29,1282.04,632.52,0.51,Back-to-School,895,137,30,4.7,9946,0.2,22.0,,"Red,Blue,Black","S,M,L"
PROD-0631,Fashion,SubCat-30,725.33,531.33,0.27,Back-to-School,1948,113,18,4.7,5434,0.14,12.94,,"Red,Blue,Black","S,M,L"
PROD-0632,Home & Living,SubCat-31,1117.31,711.27,0.36,Holiday,132,59,25,1.5,12000,0.07,15.82,,"Red,Blue,Black","S,M,L"
PROD-0633,Sports,SubCat-32,569.22,258.58,0.55,Holiday,1949,154,36,2.7,4092,0.14,4.72,10x20x5,"Red,Blue,Black","S,M,L"
PROD-0634,Home & Living,SubCat-33,259.26,122.35,0.53,Winter,396,99,21,4.9,5914,0.24,38.01,,"Red,Blue,Black","S,M,L"
PROD-0635,Home & Living,SubCat-34,316.17,220.11,0.3,Winter,1144,23,18,3.2,11114,0.08,1.86,30x40x10,"Red,Blue,Black","S,M,L"
PROD-0636,Home & Living,SubCat-35,290.85,140.32,0.52,Holiday,701,55,23,3.5,12963,0.22,6.93,30x40x10,"Red,Blue,Black","S,M,L"
PROD-0637,Sports,SubCat-36,465.92,277.46,0.4,,1528,145,18,2.9,194,0.02,26.83,10x20x5,"Red,Blue,Black","S,M,L"
PROD-0638,Sports,SubCat-37,26.02,16.24,0.38,Winter,623,57,40,3.0,9500,0.19,27.41,30x40x10,"Red,Blue,Black","S,M,L"
PROD-0639,Home & Living,SubCat-38,1355.48,612.32,0.55,Back-to-School,1471,128,36,2.2,9171,0.02,22.95,,"Red,Blue,Black","S,M,L"
PROD-0640,Sports,SubCat-39,489.6,250.4,0.49,Back-to-School,1101,37,37,4.2,6201,0.14,3.9,10x20x5,"Red,Blue,Black","S,M,L"
PROD-0641,Electronics,SubCat-40,783.5,528.01,0.33,Summer,1573,93,17,2.9,11089,0.23,23.62,10x20x5,"Red,Blue,Black","S,M,L"
PROD-0642,Sports,SubCat-41,35.89,19.19,0.47,Summer,135,127,37,1.3,2533,0.08,7.11,10x20x5,"Red,Blue,Black","S,M,L"
PROD-0643,Electronics,SubCat-42,907.79,523.73,0.42,Summer,581,197,24,4.9,3190,0.19,34.45,30x40x10,"Red,Blue,Black","S,M,L"
PROD-0644,Home & Living,SubCat-43,211.94,126.51,0.4,Winter,936,20,39,4.4,10866,0.07,20.86,30x40x10,"Red,Blue,Black","S,M,L"
PROD-0645,Beauty,SubCat-44,741.82,434.55,0.41,Holiday,913,59,22,2.8,9871,0.18,25.3,,"Red,Blue,Black","S,M,L"
PROD-0646,Beauty,SubCat-45,1090.36,612.12,0.44,Winter,653,185,42,1.7,12679,0.07,30.52,10x20x5,"Red,Blue,Black","S,M,L"
PROD-0647,Beauty,SubCat-46,782.63,315.08,0.6,Winter,894,47,20,2.3,11197,0.09,27.94,10x20x5,"Red,Blue,Black","S,M,L"
PROD-0648,Beauty,SubCat-47,551.66,364.74,0.34,Back-to-School,539,150,37,2.4,6450,0.2,28.85,10x20x5,"Red,Blue,Black","S,M,L"
PROD-0649,Electronics,SubCat-48,823.54,387.62,0.53,,810,115,11,2.8,2344,0.15,26.22,30x40x10,"Red,Blue,Black","S,M,L"
PROD-0650,Fashion,SubCat-49,654.28,414.63,0.37,Winter,1553,179,29,1.2,7779,0.08,14.01,30x40x10,"Red,Blue,Black","S,M,L"
PROD-0651,Beauty,SubCat-0,109.72,51.76,0.53,Back-to-School,212,53,43,4.6,10132,0.17,11.6,,"Red,Blue,Black","S,M,L"
PROD-0652,Electronics,SubCat-1,231.44,95.81,0.59,Back-to-School,1659,145,20,4.4,8740,0.12,36.1,30x40x10,"Red,Blue,Black","S,M,L"
PROD-0653,Electronics,SubCat-2,117.04,56.2,0.52,Holiday,435,128,41,1.8,1847,0.18,10.19,10x20x5,"Red,Blue,Black","S,M,L"
PROD-0654,Sports,SubCat-3,119.31,48.38,0.59,Summer,384,158,22,4.8,113,0.21,13.26,30x40x10,"Red,Blue,Black","S,M,L"
PROD-0655,Beauty,SubCat-4,901.17,467.14,0.48,Holiday,177,106,34,2.5,79,0.22,25.41,,"Red,Blue,Black","S,M,L"
PROD-0656,Fashion,SubCat-5,1395.83,793.56,0.43,Winter,1799,48,36,3.7,10025,0.11,37.03,30x40x10,"Red,Blue,Black","S,M,L"
PROD-0657,Sports,SubCat-6,707.3,440.4,0.38,Winter,963,173,25,2.8,313,0.14,19.23,30x40x10,"Red,Blue,Black","S,M,L"
PROD-0658,Electronics,SubCat-7,1174.86,724.92,0.38,Back-to-School,1878,103,29,4.5,5430,0.1,33.45,30x40x10,"Red,Blue,Black","S,M,L"
PROD-0659,Home & Living,SubCat-8,1036.61,517.19,0.5,Back-to-School,351,77,37,4.9,6999,0.21,13.38,10x20x5,"Red,Blue,Black","S,M,L"
PROD-0660,Beauty,SubCat-9,193.4,86.79,0.55,Holiday,78,175,38,3.4,11557,0.06,35.96,30x40x10,"Red,Blue,Black","S,M,L"
PROD-0661,Home & Living,SubCat-10,841.25,462.4,0.45,Back-to-School,797,40,10,4.5,8866,0.13,2.96,30x40x10,"Red,Blue,Black","S,M,L"
PROD-0662,Fashion,SubCat-11,1141.14,465.37,0.59,Holiday,1514,127,3,2.0,10395,0.24,6.13,,"Red,Blue,Black","S,M,L"
PROD-0663,Home & Living,SubCat-12,1258.26,511.05,0.59,Summer,551,110,10,1.3,2856,0.17,17.1,10x20x5,"Red,Blue,Black","S,M,L"
PROD-0664,Fashion,SubCat-13,381.93,183.59,0.52,Holiday,1773,149,37,2.7,11707,0.14,30.67,,"Red,Blue,Black","S,M,L"
PROD-0665,Fashion,SubCat-14,304.2,125.87,0.59,Holiday,1164,129,3,1.1,1840,0.12,6.41,10x20x5,"Red,Blue,Black","S,M,L"
PROD-0666,Sports,SubCat-15,889.34,392.69,0.56,Winter,429,188,35,2.0,14596,0.14,36.51,10x20x5,"Red,Blue,Black","S,M,L"
PROD-0667,Electronics,SubCat-16,1391.39,937.76,0.33,Winter,433,60,42,1.8,10887,0.02,0.74,,"Red,Blue,Black","S,M,L"
PROD-0668,Home & Living,SubCat-17,1184.42,828.29,0.3,Summer,1439,77,35,1.8,3544,0.18,4.93,,"Red,Blue,Black","S,M,L"
PROD-0669,Fashion,SubCat-18,1496.13,990.25,0.34,,1578,187,12,3.0,6784,0.08,24.1,,"Red,Blue,Black","S,M,L"
PROD-0670,Sports,SubCat-19,628.27,453.44,0.28,Winter,1369,126,16,1.5,13579,0.23,28.06,,"Red,Blue,Black","S,M,L"
PROD-0671,Home & Living,SubCat-20,491.1,303.29,0.38,Winter,973,160,34,4.6,11057,0.05,25.91,30x40x10,"Red,Blue,Black","S,M,L"
PROD-0672,Beauty,SubCat-21,483.57,241.72,0.5,Winter,392,152,24,2.6,3444,0.04,13.05,,"Red,Blue,Black","S,M,L"
PROD-0673,Sports,SubCat-22,564.55,376.7,0.33,Back-to-School,1645,43,35,2.2,4018,0.09,1.29,10x20x5,"Red,Blue,Black","S,M,L"
PROD-0674,Sports,SubCat-23,1039.73,760.35,0.27,Summer,940,33,28,2.2,4464,0.13,33.62,10x20x5,"Red,Blue,Black","S,M,L"
PROD-0675,Electronics,SubCat-24,203.44,112.01,0.45,,267,30,38,2.6,9567,0.06,18.33,,"Red,Blue,Black","S,M,L"
PROD-0676,Home & Living,SubCat-25,610.58,254.25,0.58,Back-to-School,1652,51,13,1.0,10936,0.17,7.0,,"Red,Blue,Black","S,M,L"
PROD-0677,Beauty,SubCat-26,1425.16,670.92,0.53,Winter,1551,98,38,4.2,4831,0.1,28.19,,"Red,Blue,Black","S,M,L"
PROD-0678,Sports,SubCat-27,273.94,169.15,0.38,Winter,913,32,12,1.5,2051,0.16,33.72,10x20x5,"Red,Blue,Black","S,M,L"
PROD-0679,Fashion,SubCat-28,192.91,85.89,0.55,,1090,35,38,4.3,12866,0.0,20.71,10x20x5,"Red,Blue,Black","S,M,L"
PROD-0680,Home & Living,SubCat-29,928.2,487.25,0.48,Holiday,130,157,35,4.1,115,0.05,24.66,,"Red,Blue,Black","S,M,L"
PROD-0681,Fashion,SubCat-30,1174.15,568.14,0.52,Holiday,1617,161,16,2.5,3367,0.09,37.54,,"Red,Blue,Black","S,M,L"
PROD-0682,Sports,SubCat-31,837.27,346.69,0.59,Back-to-School,568,45,44,4.9,4131,0.22,4.85,,"Red,Blue,Black","S,M,L"
PROD-0683,Electronics,SubCat-32,1380.77,919.87,0.33,Winter,89,52,43,2.1,6819,0.03,13.68,10x20x5,"Red,Blue,Black","S,M,L"
PROD-0684,Electronics,SubCat-33,1128.52,562.53,0.5,Holiday,429,88,27,1.3,9256,0.2,37.51,10x20x5,"Red,Blue,Black","S,M,L"
PROD-0685,Fashion,SubCat-34,893.61,440.7,0.51,Holiday,879,64,6,2.6,14887,0.0,33.26,30x40x10,"Red,Blue,Black","S,M,L"
PROD-0686,Sports,SubCat-35,887.52,355.81,0.6,Winter,392,40,8,4.5,1721,0.18,8.35,10x20x5,"Red,Blue,Black","S,M,L"
PROD-0687,Electronics,SubCat-36,382.29,275.49,0.28,Winter,555,80,41,2.6,13993,0.14,38.11,,"Red,Blue,Black","S,M,L"
PROD-0688,Electronics,SubCat-37,314.47,139.32,0.56,Back-to-School,984,91,36,3.9,2142,0.14,15.86,30x40x10,"Red,Blue,Black","S,M,L"
PROD-0689,Sports,SubCat-38,83.93,54.42,0.35,Back-to-School,1272,163,5,4.8,3937,0.12,29.86,30x40x10,"Red,Blue,Black","S,M,L"
PROD-0690,Beauty,SubCat-39,1174.29,664.09,0.43,Holiday,1217,79,19,1.0,5060,0.21,14.2,10x20x5,"Red,Blue,Black","S,M,L"
PROD-0691,Home & Living,SubCat-40,1157.53,827.49,0.29,Holiday,274,26,31,4.5,14483,0.02,22.89,10x20x5,"Red,Blue,Black","S,M,L"
PROD-0692,Beauty,SubCat-41,410.86,302.78,0.26,Winter,752,124,8,4.3,12401,0.19,26.49,30x40x10,"Red,Blue,Black","S,M,L"
PROD-0693,Beauty,SubCat-42,441.46,273.9,0.38,Summer,962,57,24,1.7,6128,0.09,8.16,,"Red,Blue,Black","S,M,L"
PROD-0694,Home & Living,SubCat-43,644.19,317.1,0.51,,1874,70,28,1.7,13478,0.16,12.7,10x20x5,"Red,Blue,Black","S,M,L"
PROD-0695,Sports,SubCat-44,515.62,374.35,0.27,Winter,154,145,23,3.0,2474,0.1,4.61,30x40x10,"Red,Blue,Black","S,M,L"
PROD-0696,Beauty,SubCat-45,1476.83,1002.87,0.32,Back-to-School,1130,172,10,2.7,4389,0.16,17.31,10x20x5,"Red,Blue,Black","S,M,L"
PROD-0697,Sports,SubCat-46,674.87,430.55,0.36,Summer,577,101,33,2.3,13324,0.12,33.41,,"Red,Blue,Black","S,M,L"
PROD-0698,Home & Living,SubCat-47,441.71,313.88,0.29,Back-to-School,338,126,18,1.9,2028,0.24,20.55,30x40x10,"Red,Blue,Black","S,M,L"
PROD-0699,Fashion,SubCat-48,133.61,74.92,0.44,Summer,1133,29,23,3.0,1384,0.08,13.76,30x40x10,"Red,Blue,Black","S,M,L"
PROD-0700,Fashion,SubCat-49,345.23,215.46,0.38,Back-to-School,1285,64,35,1.5,12028,0.03,15.9,30x40x10,"Red,Blue,Black","S,M,L"
PROD-0701,Sports,SubCat-0,1155.88,512.79,0.56,,1400,125,20,3.7,3691,0.03,36.46,10x20x5,"Red,Blue,Black","S,M,L"
PROD-0702,Sports,SubCat-1,886.28,632.93,0.29,Holiday,243,156,35,3.3,9272,0.08,30.33,30x40x10,"Red,Blue,Black","S,M,L"
PROD-0703,Sports,SubCat-2,1181.94,730.79,0.38,Winter,381,143,41,1.5,7975,0.24,33.06,10x20x5,"Red,Blue,Black","S,M,L"
PROD-0704,Fashion,SubCat-3,831.92,618.37,0.26,,1012,60,9,3.0,8831,0.1,34.4,30x40x10,"Red,Blue,Black","S,M,L"
PROD-0705,Sports,SubCat-4,1181.37,844.04,0.29,Winter,343,176,27,3.6,7279,0.01,19.58,10x20x5,"Red,Blue,Black","S,M,L"
PROD-0706,Sports,SubCat-5,310.95,180.36,0.42,,712,32,28,4.1,10941,0.06,4.42,10x20x5,"Red,Blue,Black","S,M,L"
PROD-0707,Home & Living,SubCat-6,289.45,151.68,0.48,Back-to-School,1287,192,4,1.9,87,0.02,8.15,30x40x10,"Red,Blue,Black","S,M,L"
PROD-0708,Fashion,SubCat-7,577.34,258.36,0.55,,22,171,5,1.0,13073,0.02,26.28,30x40x10,"Red,Blue,Black","S,M,L"
PROD-0709,Sports,SubCat-8,382.15,264.8,0.31,Summer,109,130,25,3.4,9311,0.09,31.72,,"Red,Blue,Black","S,M,L"
PROD-0710,Home & Living,SubCat-9,344.94,176.86,0.49,Holiday,453,168,18,4.7,7088,0.15,31.47,10x20x5,"Red,Blue,Black","S,M,L"
PROD-0711,Beauty,SubCat-10,1020.85,592.51,0.42,Winter,564,140,5,3.5,909,0.23,36.79,10x20x5,"Red,Blue,Black","S,M,L"
PROD-0712,Beauty,SubCat-11,95.36,55.68,0.42,Summer,1848,80,39,3.1,13743,0.16,11.44,30x40x10,"Red,Blue,Black","S,M,L"
PROD-0713,Home & Living,SubCat-12,1397.98,818.63,0.41,Summer,1809,175,3,3.5,3958,0.21,3.75,10x20x5,"Red,Blue,Black","S,M,L"
PROD-0714,Electronics,SubCat-13,819.36,335.78,0.59,Winter,1630,135,42,3.8,9719,0.11,25.97,30x40x10,"Red,Blue,Black","S,M,L"
PROD-0715,Fashion,SubCat-14,865.26,562.46,0.35,Back-to-School,1874,20,4,4.8,1291,0.15,19.35,30x40x10,"Red,Blue,Black","S,M,L"
PROD-0716,Sports,SubCat-15,8.09,3.26,0.6,Back-to-School,1500,199,23,1.9,13461,0.06,30.47,,"Red,Blue,Black","S,M,L"
PROD-0717,Home & Living,SubCat-16,480.97,286.72,0.4,Holiday,1311,171,25,5.0,1372,0.2,16.81,10x20x5,"Red,Blue,Black","S,M,L"
PROD-0718,Sports,SubCat-17,716.39,323.25,0.55,Summer,1917,87,31,1.1,5314,0.05,6.96,,"Red,Blue,Black","S,M,L"
PROD-0719,Home & Living,SubCat-18,509.28,369.64,0.27,Summer,323,44,28,2.5,7626,0.04,5.05,30x40x10,"Red,Blue,Black","S,M,L"
PROD-0720,Home & Living,SubCat-19,1332.67,812.86,0.39,Winter,757,161,10,1.9,11551,0.11,36.44,10x20x5,"Red,Blue,Black","S,M,L"
PROD-0721,Beauty,SubCat-20,802.79,536.64,0.33,Winter,1936,151,25,3.8,6381,0.07,17.76,10x20x5,"Red,Blue,Black","S,M,L"
PROD-0722,Beauty,SubCat-21,877.39,566.74,0.35,Holiday,1861,28,7,2.6,4704,0.23,32.11,30x40x10,"Red,Blue,Black","S,M,L"
PROD-0723,Home & Living,SubCat-22,341.79,203.96,0.4,Summer,263,126,35,2.3,9921,0.2,38.86,,"Red,Blue,Black","S,M,L"
PROD-0724,Sports,SubCat-23,603.91,280.76,0.54,Summer,1838,127,29,1.0,9196,0.07,39.0,,"Red,Blue,Black","S,M,L"
PROD-0725,Electronics,SubCat-24,225.11,98.82,0.56,Summer,1868,185,7,2.8,12405,0.19,22.21,10x20x5,"Red,Blue,Black","S,M,L"
PROD-0726,Electronics,SubCat-25,635.29,361.42,0.43,Holiday,1972,161,27,1.7,13564,0.17,16.2,30x40x10,"Red,Blue,Black","S,M,L"
PROD-0727,Fashion,SubCat-26,1326.78,549.37,0.59,Winter,712,83,23,4.4,10156,0.18,3.6,30x40x10,"Red,Blue,Black","S,M,L"
PROD-0728,Electronics,SubCat-27,575.03,294.91,0.49,Back-to-School,1835,87,19,1.1,3380,0.22,1.41,,"Red,Blue,Black","S,M,L"
PROD-0729,Fashion,SubCat-28,819.87,423.2,0.48,Back-to-School,1678,72,14,2.9,8233,0.07,16.83,10x20x5,"Red,Blue,Black","S,M,L"
PROD-0730,Beauty,SubCat-29,368.26,216.33,0.41,Winter,955,90,35,1.4,9203,0.14,38.14,10x20x5,"Red,Blue,Black","S,M,L"
PROD-0731,Beauty,SubCat-30,941.74,382.45,0.59,,81,25,35,4.8,3187,0.11,19.17,,"Red,Blue,Black","S,M,L"
PROD-0732,Home & Living,SubCat-31,1486.01,645.28,0.57,Winter,1218,72,4,2.5,2206,0.08,35.89,30x40x10,"Red,Blue,Black","S,M,L"
PROD-0733,Sports,SubCat-32,576.16,303.33,0.47,Winter,1421,136,8,2.7,5679,0.06,1.57,30x40x10,"Red,Blue,Black","S,M,L"
PROD-0734,Fashion,SubCat-33,536.41,301.38,0.44,Winter,984,167,39,4.9,3222,0.13,19.26,10x20x5,"Red,Blue,Black","S,M,L"
PROD-0735,Beauty,SubCat-34,615.35,335.36,0.46,Winter,141,178,22,1.1,9265,0.17,35.81,10x20x5,"Red,Blue,Black","S,M,L"
PROD-0736,Sports,SubCat-35,441.29,259.71,0.41,Holiday,706,166,7,4.8,12852,0.05,36.82,,"Red,Blue,Black","S,M,L"
PROD-0737,Electronics,SubCat-36,253.79,178.38,0.3,Back-to-School,1158,77,27,3.0,10919,0.19,36.19,,"Red,Blue,Black","S,M,L"
PROD-0738,Sports,SubCat-37,1492.83,762.24,0.49,Holiday,1671,155,40,2.9,4562,0.24,16.09,,"Red,Blue,Black","S,M,L"
PROD-0739,Sports,SubCat-38,929.83,590.78,0.36,Back-to-School,1305,161,22,3.4,7537,0.15,21.92,10x20x5,"Red,Blue,Black","S,M,L"
PROD-0740,Electronics,SubCat-39,1397.62,986.37,0.29,Summer,1832,102,19,1.7,13177,0.15,12.29,,"Red,Blue,Black","S,M,L"
PROD-0741,Beauty,SubCat-40,449.43,335.21,0.25,Summer,40,105,41,3.6,14811,0.03,24.7,30x40x10,"Red,Blue,Black","S,M,L"
PROD-0742,Beauty,SubCat-41,383.61,185.96,0.52,Winter,1955,124,9,4.2,6561,0.21,6.71,30x40x10,"Red,Blue,Black","S,M,L"
PROD-0743,Sports,SubCat-42,1260.73,921.81,0.27,Summer,453,166,18,2.8,6114,0.18,6.05,,"Red,Blue,Black","S,M,L"
PROD-0744,Home & Living,SubCat-43,541.26,303.91,0.44,Summer,454,101,11,1.5,9560,0.19,13.44,10x20x5,"Red,Blue,Black","S,M,L"
PROD-0745,Electronics,SubCat-44,1175.51,498.54,0.58,,1073,110,25,1.8,13324,0.19,0.68,,"Red,Blue,Black","S,M,L"
PROD-0746,Electronics,SubCat-45,465.65,258.5,0.44,,1953,57,39,4.1,3474,0.14,13.37,,"Red,Blue,Black","S,M,L"
PROD-0747,Sports,SubCat-46,1288.09,920.74,0.29,Holiday,1921,25,25,3.2,1211,0.18,36.22,10x20x5,"Red,Blue,Black","S,M,L"
PROD-0748,Beauty,SubCat-47,1420.34,679.68,0.52,Winter,85,177,10,4.8,13260,0.24,21.67,,"Red,Blue,Black","S,M,L"
PROD-0749,Home & Living,SubCat-48,1295.7,811.14,0.37,Back-to-School,24,103,27,4.9,7117,0.19,7.83,,"Red,Blue,Black","S,M,L"
PROD-0750,Beauty,SubCat-49,860.76,520.06,0.4,Summer,1548,169,6,4.2,11707,0.03,12.05,10x20x5,"Red,Blue,Black","S,M,L"
PROD-0751,Home & Living,SubCat-0,420.59,196.68,0.53,Summer,1571,151,34,3.6,14392,0.1,38.86,30x40x10,"Red,Blue,Black","S,M,L"
PROD-0752,Home & Living,SubCat-1,335.38,232.87,0.31,Back-to-School,769,48,42,1.5,3848,0.14,38.29,,"Red,Blue,Black","S,M,L"
PROD-0753,Beauty,SubCat-2,1470.69,1014.49,0.31,Back-to-School,1193,124,15,2.4,8700,0.15,1.33,,"Red,Blue,Black","S,M,L"
PROD-0754,Fashion,SubCat-3,738.26,517.57,0.3,Winter,257,99,5,1.4,7752,0.23,19.87,,"Red,Blue,Black","S,M,L"
PROD-0755,Home & Living,SubCat-4,1092.28,719.23,0.34,Summer,1240,28,3,1.9,1670,0.13,26.3,30x40x10,"Red,Blue,Black","S,M,L"
PROD-0756,Sports,SubCat-5,839.27,376.46,0.55,Winter,968,161,15,2.7,3226,0.22,23.68,,"Red,Blue,Black","S,M,L"
PROD-0757,Sports,SubCat-6,687.87,329.86,0.52,Holiday,240,108,36,3.6,13209,0.15,24.8,10x20x5,"Red,Blue,Black","S,M,L"
PROD-0758,Fashion,SubCat-7,1369.64,696.52,0.49,Back-to-School,1327,198,14,2.6,8881,0.01,19.36,30x40x10,"Red,Blue,Black","S,M,L"
PROD-0759,Home & Living,SubCat-8,387.12,225.91,0.42,Back-to-School,1002,159,32,3.8,2847,0.04,0.99,,"Red,Blue,Black","S,M,L"
PROD-0760,Sports,SubCat-9,892.74,637.31,0.29,Winter,1531,164,41,2.4,14381,0.1,27.54,10x20x5,"Red,Blue,Black","S,M,L"
PROD-0761,Sports,SubCat-10,1276.76,840.35,0.34,Holiday,1338,131,43,3.3,9860,0.12,8.76,,"Red,Blue,Black","S,M,L"
PROD-0762,Sports,SubCat-11,885.84,413.55,0.53,Back-to-School,1320,62,44,3.4,7919,0.16,20.43,30x40x10,"Red,Blue,Black","S,M,L"
PROD-0763,Home & Living,SubCat-12,58.82,29.17,0.5,Holiday,1826,54,16,2.5,14179,0.16,34.89,30x40x10,"Red,Blue,Black","S,M,L"
PROD-0764,Electronics,SubCat-13,583.78,356.85,0.39,Summer,556,181,16,1.5,7799,0.06,31.14,30x40x10,"Red,Blue,Black","S,M,L"
PROD-0765,Sports,SubCat-14,428.41,273.15,0.36,Winter,1485,40,27,1.6,1679,0.16,11.74,,"Red,Blue,Black","S,M,L"
PROD-0766,Beauty,SubCat-15,947.76,655.84,0.31,Back-to-School,1150,197,23,4.9,2690,0.23,35.07,10x20x5,"Red,Blue,Black","S,M,L"
PROD-0767,Sports,SubCat-16,1218.73,908.06,0.25,Back-to-School,1942,92,36,2.2,13574,0.12,33.9,30x40x10,"Red,Blue,Black","S,M,L"
